Fall,College,Degree,Major Name,Concentration Name,Total,Male,Female,Unknown,Caucasian,Asian American,African American,Hispanic,Native American,Hawaiian/Pacific Isl,Multiracial,International,Unknown.1,All African American,All Native American,All Hawaiian/ Pac Isl,All Asian,Illinois,Non-Illinois
1992,LAS,,German,,40,17,23,1,34,0,0,0,0,0,0,5,0,0,0,0,0,22,18
1993,LAS,,German,,31,13,18,1,22,0,0,1,0,0,0,7,0,0,0,0,0,12,19
1994,LAS,,German,,32,15,17,0,28,0,0,1,0,0,0,3,0,0,0,0,0,18,14
1995,LAS,,German,,37,15,22,0,30,0,0,0,0,0,0,7,0,0,0,0,0,17,20
1996,LAS,,German,,35,15,20,0,29,0,0,0,0,0,0,6,0,0,0,0,0,16,19
1997,LAS,,German,,26,9,17,0,21,0,0,0,0,0,0,5,0,0,0,0,0,8,18
1998,LAS,,German,,23,10,13,0,17,0,0,0,0,0,0,6,0,0,0,0,0,7,16
1999,LAS,,German,,24,11,13,0,16,0,0,0,0,0,0,8,0,0,0,0,0,7,17
2000,LAS,,German,,23,11,12,0,11,0,0,1,0,0,0,11,0,0,0,0,0,5,18
2001,LAS,,German,,21,12,9,1,12,0,0,0,0,0,0,8,0,0,0,0,0,5,16
2002,LAS,,German,,21,10,11,1,12,0,0,0,0,0,0,8,0,0,0,0,0,4,17
2003,LAS,,German,,19,7,12,1,10,0,0,0,0,0,0,8,0,0,0,0,0,4,15
2018,LAS,BALAS,Germanic Lang & Lit,,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2018,LAS,BALAS,Germanic Lang & Lit,,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0
2018,LAS,BALAS,Germanic Lang & Lit,Language and Literature,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2018,LAS,BALAS,Germanic Lang & Lit,Scandinavian Studies,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2017,LAS,BALAS,Germanic Lang & Lit,,2,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0
2017,LAS,BALAS,Germanic Lang & Lit,,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0
2017,LAS,BALAS,Germanic Lang & Lit,Language and Literature,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2017,LAS,BALAS,Germanic Lang & Lit,Scandinavian Studies,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2016,LAS,BALAS,Germanic Lang & Lit,,2,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,1,2,0
2016,LAS,BALAS,Germanic Lang & Lit,Language and Literature,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2016,LAS,BALAS,Germanic Lang & Lit,Scandinavian Studies,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2015,LAS,BALAS,Germanic Lang & Lit,German and Commercial Studies,3,1,2,0,2,0,0,1,0,0,0,0,0,0,0,0,0,3,0
2015,LAS,BALAS,Germanic Lang & Lit,Modern German Studies,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2015,LAS,BALAS,Germanic Lang & Lit,Scandinavian Studies,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
2015,LAS,BALAS,Germanic Lang & Lit,,5,3,2,0,1,1,0,0,0,0,0,3,0,0,0,0,1,1,4
2014,LAS,BALAS,Germanic Lang & Lit,German and Commercial Studies,3,2,1,0,2,0,0,1,0,0,0,0,0,0,0,0,0,3,0
2014,LAS,BALAS,Germanic Lang & Lit,Language and Literature,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2014,LAS,BALAS,Germanic Lang & Lit,Language and Literature,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2014,LAS,BALAS,Germanic Lang & Lit,Modern German Studies,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2014,LAS,BALAS,Germanic Lang & Lit,Scandinavian Studies,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
2014,LAS,BALAS,Germanic Lang & Lit,,3,1,2,0,1,1,0,0,0,0,0,1,0,0,0,0,1,1,2
2013,LAS,BALAS,Germanic Lang & Lit,,4,2,2,0,3,0,0,1,0,0,0,0,0,0,0,0,0,4,0
2013,LAS,BALAS,Germanic Lang & Lit,,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2013,LAS,BALAS,Germanic Lang & Lit,,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2013,LAS,BALAS,Germanic Lang & Lit,,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2013,LAS,BALAS,Germanic Lang & Lit,German and Commercial Studies,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2013,LAS,BALAS,Germanic Lang & Lit,Language and Literature,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2013,LAS,BALAS,Germanic Lang & Lit,Language and Literature,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
2013,LAS,BALAS,Germanic Lang & Lit,Modern German Studies,2,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0
2013,LAS,BALAS,Germanic Lang & Lit,Scandinavian Studies,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
2012,LAS,BALAS,Germanic Lang & Lit,,8,4,4,0,6,0,0,2,0,0,0,0,0,0,0,0,0,7,1
2012,LAS,BALAS,Germanic Lang & Lit,German and Commercial Studies,2,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0
2012,LAS,BALAS,Germanic Lang & Lit,Language and Literature,2,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,2,0
2012,LAS,BALAS,Germanic Lang & Lit,Language and Literature,2,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,2,0
2012,LAS,BALAS,Germanic Lang & Lit,Language Studies,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2012,LAS,BALAS,Germanic Lang & Lit,Modern German Studies,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2011,LAS,BALAS,Germanic Lang & Lit,,9,3,6,0,6,0,0,1,0,0,2,0,0,0,0,0,0,9,0
2011,LAS,BALAS,Germanic Lang & Lit,German and Commercial Studies,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2011,LAS,BALAS,Germanic Lang & Lit,Language and Literature,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2011,LAS,BALAS,Germanic Lang & Lit,Language and Literature,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2011,LAS,BALAS,Germanic Lang & Lit,Language Studies,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2011,LAS,BALAS,Germanic Lang & Lit,Modern German Studies,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2010,LAS,BALAS,Germanic Lang & Lit,,8,3,5,0,5,1,0,0,0,0,1,0,1,0,0,0,0,8,0
2010,LAS,BALAS,Germanic Lang & Lit,German and Commercial Studies,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2010,LAS,BALAS,Germanic Lang & Lit,Language and Literature,2,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0
2010,LAS,BALAS,Germanic Lang & Lit,Language and Literature,2,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0
2010,LAS,BALAS,Germanic Lang & Lit,Language Studies,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
2010,LAS,BALAS,Germanic Lang & Lit,Language Studies,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2009,LAS,BALAS,Germanic Lang & Lit,,8,3,4,1,7,0,0,0,0,0,0,0,1,0,0,0,0,8,0
2009,LAS,BALAS,Germanic Lang & Lit,Language and Literature,4,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,4,0
2009,LAS,BALAS,Germanic Lang & Lit,Language Studies,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2009,LAS,BALAS,Germanic Lang & Lit,Modern German Studies,3,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0
2009,LAS,BALAS,Germanic Lang & Lit,Scandinavian Studies,2,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0
2009,LAS,BALAS,Germanic Lang & Lit,,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2009,LAS,BALAS,Germanic Lang & Lit,Language and Literature,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2009,LAS,BALAS,Germanic Lang & Lit,German and Commercial Studies,9,5,4,0,9,0,0,0,0,0,0,0,0,0,0,0,0,8,1
2008,LAS,BALAS,Germanic Lang & Lit,German and Commercial Studies,6,3,3,0,6,0,0,0,0,0,0,0,0,0,0,0,0,6,0
2008,LAS,BALAS,Germanic Lang & Lit,Language and Literature,7,2,5,0,7,0,0,0,0,0,0,0,0,0,0,0,0,7,0
2008,LAS,BALAS,Germanic Lang & Lit,Language Studies,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2008,LAS,BALAS,Germanic Lang & Lit,Modern German Studies,4,1,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,4,0
2008,LAS,BALAS,Germanic Lang & Lit,Scandinavian Studies,2,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0
2008,LAS,BALAS,Germanic Lang & Lit,,14,7,7,0,13,1,0,0,0,0,0,0,0,0,0,0,0,13,1
2007,LAS,BALAS,Germanic Lang & Lit,German and Commercial Studies,6,4,2,0,5,0,0,0,0,0,0,0,1,0,0,0,0,6,0
2007,LAS,BALAS,Germanic Lang & Lit,Language and Literature,2,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0
2007,LAS,BALAS,Germanic Lang & Lit,Language Studies,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2007,LAS,BALAS,Germanic Lang & Lit,,21,6,14,1,20,1,0,0,0,0,0,0,0,0,0,0,0,20,1
2007,LAS,BALAS,Germanic Lang & Lit,Modern German Studies,2,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1
2006,LAS,BALAS,Germanic Lang & Lit,German and Commercial Studies,5,5,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0,5,0
2006,LAS,BALAS,Germanic Lang & Lit,Language Studies,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
2006,LAS,BALAS,Germanic Lang & Lit,Modern German Studies,3,2,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0
2006,LAS,BALAS,Germanic Lang & Lit,,23,12,11,0,22,0,0,0,0,0,0,0,1,0,0,0,0,22,1
2005,LAS,BALAS,Germanic Lang & Lit,,17,10,7,0,16,0,1,0,0,0,0,0,0,0,0,0,0,17,0
2005,LAS,BALAS,Germanic Lang & Lit,German and Commercial Studies,2,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0
2005,LAS,BALAS,Germanic Lang & Lit,Language Studies,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
2005,LAS,BALAS,Germanic Lang & Lit,Modern German Studies,3,1,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0
2004,LAS,BALAS,Germanic Lang & Lit,,10,6,4,0,9,0,1,0,0,0,0,0,0,0,0,0,0,9,1
2004,LAS,BALAS,Germanic Lang & Lit,German and Commercial Studies,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2004,LAS,BALAS,Germanic Lang & Lit,Language and Literature,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2004,LAS,BALAS,Germanic Lang & Lit,Language Studies,2,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0
2004,LAS,BALAS,Germanic Lang & Lit,Modern German Studies,2,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0
2018,LAS,BALAS,Germanic Studies,,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2018,LAS,BALAS,Germanic Studies,German Bus & Commercial St,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2018,LAS,BALAS,Germanic Studies,German Culture and Literature,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2018,LAS,BALAS,Global Studies,,153,44,109,0,69,20,18,28,0,0,9,9,0,24,4,1,25,137,16
2018,LAS,BALAS,Global Studies,,30,8,22,0,14,3,2,7,0,0,1,2,1,2,0,0,4,27,3
2017,LAS,BALAS,Global Studies,,165,45,120,0,71,21,17,28,0,0,10,16,2,23,3,1,28,142,23
2017,LAS,BALAS,Global Studies,,26,5,21,0,14,2,1,7,0,0,0,1,1,1,0,0,2,24,2
2016,LAS,BALAS,Global Studies,,157,42,115,0,67,26,16,29,0,0,6,11,2,19,2,0,33,137,20
2016,LAS,BALAS,Global Studies,,35,5,30,0,18,7,2,4,0,1,0,3,0,2,0,1,7,30,5
2015,LAS,BALAS,Global Studies,,36,6,30,0,21,5,2,5,0,1,1,1,0,2,1,1,6,32,4
2015,LAS,BALAS,Global Studies,,166,45,121,0,79,27,8,25,0,0,8,18,1,14,2,0,36,137,29
2014,LAS,BALAS,Global Studies,,47,10,37,0,25,10,0,7,0,0,1,4,0,1,1,0,11,43,4
2014,LAS,BALAS,Global Studies,,171,48,123,0,82,25,12,20,0,0,9,20,3,18,2,0,35,141,30
2013,LAS,BALAS,Global Studies,,40,9,31,0,21,8,0,9,0,0,0,2,0,1,0,0,0,35,5
2013,LAS,BALAS,Global Studies,,195,58,137,0,94,34,16,17,0,0,9,24,1,21,1,0,0,166,29
2012,LAS,BALAS,Global Studies,,29,8,21,0,13,6,1,7,0,0,0,2,0,2,0,0,0,25,4
2012,LAS,BALAS,Global Studies,,239,63,176,0,132,38,18,25,0,1,7,17,1,21,1,0,0,216,23
2011,LAS,BALAS,Global Studies,,14,5,9,0,8,2,0,2,0,0,1,1,0,1,0,0,0,12,2
2011,LAS,BALAS,Global Studies,,249,71,178,0,145,34,14,27,0,1,6,20,2,15,1,0,0,221,28
2010,LAS,BALAS,Global Studies,,3,1,2,0,2,1,0,0,0,0,0,0,0,0,0,0,0,2,1
2010,LAS,BALAS,Global Studies,,202,56,146,0,121,31,10,14,0,0,5,18,3,10,0,0,0,182,20
2009,LAS,BALAS,Global Studies,,93,25,68,0,55,16,4,2,0,0,0,9,7,0,0,0,0,82,11
1980,Fine and Applied Arts,,Graphic Design,,164,40,124,1,150,11,0,2,0,0,0,0,0,0,0,0,0,156,8
1981,Fine and Applied Arts,,Graphic Design,,165,37,128,0,154,8,0,2,1,0,0,0,0,0,0,0,0,157,8
1982,Fine and Applied Arts,,Graphic Design,,184,43,141,0,176,5,1,2,0,0,0,0,0,0,0,0,0,180,4
1983,Fine and Applied Arts,,Graphic Design,,170,50,120,0,162,5,1,1,1,0,0,0,0,0,0,0,0,164,6
1984,Fine and Applied Arts,,Graphic Design,,166,55,111,0,156,6,2,1,1,0,0,0,0,0,0,0,0,159,7
1985,Fine and Applied Arts,,Graphic Design,,144,53,91,0,133,8,1,1,1,0,0,0,0,0,0,0,0,139,5
1986,Fine and Applied Arts,,Graphic Design,,135,54,81,0,121,9,1,2,1,0,0,1,0,0,0,0,0,131,4
1987,Fine and Applied Arts,,Graphic Design,,120,46,74,0,102,14,0,3,1,0,0,0,0,0,0,0,0,117,3
1988,Fine and Applied Arts,,Graphic Design,,132,56,76,0,116,12,1,2,1,0,0,0,0,0,0,0,0,129,3
1989,Fine and Applied Arts,,Graphic Design,,131,57,74,0,113,13,2,2,0,0,0,1,0,0,0,0,0,126,5
1990,Fine and Applied Arts,,Graphic Design,,124,53,71,0,105,14,2,2,0,0,0,1,0,0,0,0,0,119,5
1991,Fine and Applied Arts,,Graphic Design,,120,57,63,1,97,12,3,4,0,0,0,3,0,0,0,0,0,112,8
1992,Fine and Applied Arts,,Graphic Design,,120,54,66,1,89,20,3,4,0,0,0,3,0,0,0,0,0,107,13
1993,Fine and Applied Arts,,Graphic Design,,115,50,65,1,80,22,3,6,0,0,0,3,0,0,0,0,0,102,13
1994,Fine and Applied Arts,,Graphic Design,,120,56,64,0,85,26,3,5,0,0,0,1,0,0,0,0,0,110,10
1995,Fine and Applied Arts,,Graphic Design,,109,39,70,0,82,19,0,4,0,0,0,4,0,0,0,0,0,95,14
1996,Fine and Applied Arts,,Graphic Design,,114,40,74,1,84,20,1,2,1,0,0,5,0,0,0,0,0,102,12
1997,Fine and Applied Arts,,Graphic Design,,127,47,80,3,91,24,1,3,1,0,0,4,0,0,0,0,0,117,10
1998,Fine and Applied Arts,,Graphic Design,,112,45,67,4,79,21,1,4,1,0,0,2,0,0,0,0,0,101,11
1999,Fine and Applied Arts,,Graphic Design,,109,41,68,4,77,19,1,3,0,0,0,5,0,0,0,0,0,94,15
2000,Fine and Applied Arts,,Graphic Design,,100,37,63,2,75,16,1,2,0,0,0,4,0,0,0,0,0,86,14
2001,Fine and Applied Arts,,Graphic Design,,92,32,60,3,68,17,1,1,0,0,0,2,0,0,0,0,0,84,8
2002,Fine and Applied Arts,,Graphic Design,,90,31,59,1,67,12,2,2,0,0,0,6,0,0,0,0,0,82,8
2003,Fine and Applied Arts,,Graphic Design,,81,22,59,1,52,12,4,4,0,0,0,8,0,0,0,0,0,69,12
2018,Fine and Applied Arts,BFA,Graphic Design,,185,58,127,0,84,35,15,22,0,0,6,21,2,16,2,0,41,150,35
2017,Fine and Applied Arts,BFA,Graphic Design,,167,41,126,0,83,26,9,20,0,0,4,23,2,10,1,1,31,132,35
2016,Fine and Applied Arts,BFA,Graphic Design,,159,44,115,0,83,27,6,17,0,1,3,21,1,6,0,3,31,128,31
2015,Fine and Applied Arts,BFA,Graphic Design,,94,19,75,0,60,12,2,7,0,1,2,8,2,2,0,1,15,82,12
2014,Fine and Applied Arts,BFA,Graphic Design,,81,19,62,0,54,13,1,3,0,1,2,6,1,1,0,1,15,73,8
2013,Fine and Applied Arts,BFA,Graphic Design,,77,25,52,0,51,15,2,5,0,0,0,4,0,2,0,0,0,71,6
2012,Fine and Applied Arts,BFA,Graphic Design,,76,27,49,0,51,14,2,6,0,0,0,2,1,2,0,0,0,72,4
2011,Fine and Applied Arts,BFA,Graphic Design,,70,27,43,0,48,13,2,5,0,0,0,1,1,2,0,0,0,65,5
2010,Fine and Applied Arts,BFA,Graphic Design,,67,25,42,0,46,14,3,1,0,0,0,2,1,3,0,0,0,60,7
2009,Fine and Applied Arts,BFA,Graphic Design,,64,23,41,0,42,15,1,1,0,0,0,4,1,0,0,0,0,51,13
2008,Fine and Applied Arts,BFA,Graphic Design,,71,22,49,0,44,20,1,1,0,0,0,5,0,0,0,0,0,58,13
2007,Fine and Applied Arts,BFA,Graphic Design,,78,26,52,0,49,21,0,3,0,0,0,4,1,0,0,0,0,67,11
2006,Fine and Applied Arts,BFA,Graphic Design,,75,26,49,0,47,18,0,5,0,0,0,3,2,0,0,0,0,68,7
2005,Fine and Applied Arts,BFA,Graphic Design,,75,21,54,0,45,17,2,5,0,0,0,6,0,0,0,0,0,64,11
2004,Fine and Applied Arts,BFA,Graphic Design,,88,29,59,0,56,13,4,4,0,0,0,11,0,0,0,0,0,74,14
1980,ACES,,H DVL-FAM,,36,0,36,0,33,0,3,0,0,0,0,0,0,0,0,0,0,35,1
1981,ACES,,H DVL-FAM,,40,1,39,0,37,0,3,0,0,0,0,0,0,0,0,0,0,39,1
1982,ACES,,H DVL-FAM,,70,5,65,0,66,0,2,2,0,0,0,0,0,0,0,0,0,70,0
1983,ACES,,H DVL-FAM,,82,3,79,0,77,1,3,1,0,0,0,0,0,0,0,0,0,80,2
1984,ACES,,H DVL-FAM,,80,4,76,0,73,1,4,2,0,0,0,0,0,0,0,0,0,80,0
1985,ACES,,H DVL-FAM,,80,1,79,0,75,1,3,1,0,0,0,0,0,0,0,0,0,80,0
1986,ACES,,H DVL-FAM,,90,3,87,2,81,3,2,2,0,0,0,0,0,0,0,0,0,88,2
1987,ACES,,H DVL-FAM,,96,3,93,1,83,6,3,2,0,0,0,1,0,0,0,0,0,95,1
1988,ACES,,H DVL-FAM,,82,3,79,1,72,6,1,1,0,0,0,1,0,0,0,0,0,81,1
1989,ACES,,H DVL-FAM,,92,6,86,0,82,7,2,0,0,0,0,1,0,0,0,0,0,91,1
1990,ACES,,H DVL-FAM,,107,8,99,1,91,11,3,1,0,0,0,0,0,0,0,0,0,104,3
1991,ACES,,H DVL-FAM,,123,10,113,1,100,11,8,1,1,0,0,1,0,0,0,0,0,120,3
1992,ACES,,H DVL-FAM,,155,15,140,0,130,11,9,3,0,0,0,2,0,0,0,0,0,153,2
1993,ACES,,H DVL-FAM,,137,12,125,3,112,10,8,4,0,0,0,0,0,0,0,0,0,137,0
1994,ACES,,H DVL-FAM,,161,15,146,2,130,17,4,8,0,0,0,0,0,0,0,0,0,157,4
1995,ACES,,H DVL-FAM,,176,20,156,2,145,18,5,6,0,0,0,0,0,0,0,0,0,170,6
1996,ACES,,H DVL-FAM,,165,13,152,2,141,10,9,3,0,0,0,0,0,0,0,0,0,159,6
1997,ACES,,H DVL-FAM,,111,5,106,1,93,8,8,1,0,0,0,0,0,0,0,0,0,108,3
1998,ACES,,H DVL-FAM,,66,4,62,1,54,5,5,1,0,0,0,0,0,0,0,0,0,66,0
1999,ACES,,H DVL-FAM,,28,3,25,1,25,1,1,0,0,0,0,0,0,0,0,0,0,27,1
2000,ACES,,H DVL-FAM,,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2001,ACES,,H DVL-FAM,,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
1998,ACES,,HDFS,,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1999,ACES,,HDFS,,2,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1
1997,ACES,,HDFS-CH&AD DEV,,49,3,46,1,36,3,3,4,0,0,0,2,0,0,0,0,0,47,2
1998,ACES,,HDFS-CH&AD DEV,,94,6,88,1,70,6,9,6,0,0,0,2,0,0,0,0,0,91,3
1999,ACES,,HDFS-CH&AD DEV,,113,3,110,1,84,11,9,7,1,0,0,0,0,0,0,0,0,111,2
2000,ACES,,HDFS-CH&AD DEV,,147,4,143,3,117,9,9,8,1,0,0,0,0,0,0,0,0,142,5
2001,ACES,,HDFS-CH&AD DEV,,140,4,136,0,110,10,9,11,0,0,0,0,0,0,0,0,0,136,4
2002,ACES,,HDFS-CH&AD DEV,,133,5,128,0,104,8,15,6,0,0,0,0,0,0,0,0,0,129,4
2003,ACES,,HDFS-CH&AD DEV,,138,8,130,3,104,9,13,8,1,0,0,0,0,0,0,0,0,134,4
1997,ACES,,HDFS-FS,,17,2,15,1,11,3,1,1,0,0,0,0,0,0,0,0,0,17,0
1998,ACES,,HDFS-FS,,36,2,34,2,27,2,1,4,0,0,0,0,0,0,0,0,0,35,1
1999,ACES,,HDFS-FS,,58,9,49,1,45,3,5,3,0,0,0,1,0,0,0,0,0,54,4
2000,ACES,,HDFS-FS,,61,4,57,1,48,4,5,3,0,0,0,0,0,0,0,0,0,60,1
2001,ACES,,HDFS-FS,,75,6,69,2,61,5,6,1,0,0,0,0,0,0,0,0,0,74,1
2002,ACES,,HDFS-FS,,69,8,61,1,55,6,6,1,0,0,0,0,0,0,0,0,0,67,2
2003,ACES,,HDFS-FS,,56,5,51,1,46,3,5,1,0,0,0,0,0,0,0,0,0,55,1
2016,Applied Health Sciences,BS,Health,,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0
2016,Applied Health Sciences,BS,Health,Health Behavior Change,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0
2015,Applied Health Sciences,BS,Health,,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0
2015,Applied Health Sciences,BS,Health,Health Behavior Change,3,1,2,0,1,1,1,0,0,0,0,0,0,1,0,0,1,2,1
2014,Applied Health Sciences,BS,Health,Health Diversity,3,2,1,0,1,0,1,1,0,0,0,0,0,1,0,0,0,3,0
2014,Applied Health Sciences,BS,Health,Health and Aging,5,0,5,0,2,0,2,1,0,0,0,0,0,2,0,0,0,5,0
2014,Applied Health Sciences,BS,Health,,6,1,5,0,0,0,3,1,0,0,1,0,1,4,0,0,0,6,0
2014,Applied Health Sciences,BS,Health,Health Behavior Change,13,6,7,0,7,1,3,2,0,0,0,0,0,4,0,0,1,12,1
2013,Applied Health Sciences,BS,Health,Health and Aging,20,4,16,0,9,5,3,2,0,0,0,0,1,3,0,0,0,20,0
2013,Applied Health Sciences,BS,Health,Health Diversity,47,11,36,0,26,8,5,6,0,0,1,0,1,6,2,0,0,47,0
2013,Applied Health Sciences,BS,Health,Health Behavior Change,74,26,48,0,44,10,9,6,0,0,4,0,1,11,1,0,0,72,2
2013,Applied Health Sciences,BS,Health,,63,8,55,0,28,8,11,11,0,0,5,0,0,14,2,0,0,60,3
2013,Applied Health Sciences,BS,Health,Health Behavior Change,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
2012,Applied Health Sciences,BS,Health,Health and Aging,11,2,9,0,5,1,2,2,0,0,0,0,1,2,0,0,0,11,0
2012,Applied Health Sciences,BS,Health,Health Diversity,39,6,33,0,29,4,2,2,0,0,1,0,1,2,1,0,0,39,0
2012,Applied Health Sciences,BS,Health,Health Behavior Change,42,14,28,0,27,6,3,2,0,0,4,0,0,6,0,0,0,41,1
2012,Applied Health Sciences,BS,Health,,60,19,41,0,26,10,10,11,0,0,2,0,1,11,2,0,0,57,3
2012,Applied Health Sciences,BS,Health,,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
2011,Applied Health Sciences,BS,Health,Health Diversity,21,2,19,0,13,2,1,2,0,0,2,0,1,1,0,0,0,21,0
2011,Applied Health Sciences,BS,Health,Health and Aging,17,1,16,0,10,0,2,3,0,0,2,0,0,3,0,0,0,17,0
2011,Applied Health Sciences,BS,Health,Health Behavior Change,43,14,29,0,31,8,2,1,0,0,1,0,0,3,0,0,0,41,2
2011,Applied Health Sciences,BS,Health,,58,16,42,0,34,8,8,3,0,0,2,0,3,9,1,0,0,56,2
2010,Applied Health Sciences,BS,Health,Health and Aging,6,1,5,0,4,0,0,2,0,0,0,0,0,0,0,0,0,6,0
2010,Applied Health Sciences,BS,Health,Health Diversity,8,1,7,0,3,2,1,2,0,0,0,0,0,1,0,0,0,8,0
2010,Applied Health Sciences,BS,Health,Health Behavior Change,19,2,17,0,12,2,2,1,0,0,1,1,0,3,1,0,0,17,2
2010,Applied Health Sciences,BS,Health,,46,16,30,0,25,7,4,2,0,0,6,0,2,8,0,0,0,46,0
2009,Applied Health Sciences,BS,Health,,19,3,16,0,8,2,5,2,0,0,0,1,1,0,0,0,0,19,0
2018,LAS,MS,Health Communication,,27,2,25,0,23,2,1,1,0,0,0,0,0,1,0,0,2,13,14
2017,LAS,MS,Health Communication,,28,1,27,0,19,5,0,2,0,0,1,0,1,0,0,0,6,11,17
2011,LAS,MS,Health Communication,,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1980,Applied Health Sciences,,HEALTH&SAF,,8,4,4,0,8,0,0,0,0,0,0,0,0,0,0,0,0,8,0
